tile_z_x_y,mask,center_mask,width,length
13_3883_4261,"[(145.0, 150.5), (152.5, 133.0), (157.5, 126.0), (157.5, 119.0), (150.0, 114.5), (145.5, 117.0), (144.5, 122.0), (134.5, 143.0), (134.5, 147.0), (136.0, 148.5), (145.0, 150.5)]","[132159.635, 480792.586]",15.442,6.115
13_3883_4261,"[(128.0, 210.5), (130.5, 206.0), (134.5, 188.0), (129.0, 184.5), (121.0, 184.5), (115.5, 207.0), (118.0, 209.5), (128.0, 210.5)]","[132150.754, 480765.398]",11.297,6.02
13_3883_4261,"[(127.5, 254.0), (135.5, 253.0), (135.5, 249.0), (129.5, 233.0), (126.0, 227.5), (117.0, 227.5), (115.5, 229.0), (115.5, 233.0), (124.5, 253.0), (127.5, 254.0)]","[132150.973, 480747.333]",5.362,12.955
13_3883_4261,"[(138.0, 183.5), (146.5, 160.0), (133.0, 154.5), (125.5, 171.0), (124.5, 179.0), (134.0, 183.5), (138.0, 183.5)]","[132154.928, 480777.163]",11.311,6.723
13_3883_4261,"[(254.0, 33.5), (253.0, 17.5), (243.0, 22.5), (242.5, 25.0), (251.0, 35.5), (253.0, 35.5), (254.0, 33.5)]","[132202.996, 480837.267]",4.598,7.545
13_3711_4226,"[(60.0, 175.5), (68.5, 170.0), (68.5, 165.0), (42.5, 122.0), (40.0, 120.5), (34.0, 120.5), (28.5, 125.0), (28.5, 129.0), (54.5, 172.0), (60.0, 175.5)]","[113625.228, 477023.268]",6.553,25.418
13_3711_4226,"[(156.0, 253.5), (155.5, 249.0), (147.0, 238.5), (137.5, 245.0), (138.5, 249.0), (143.0, 253.5), (156.0, 253.5)]","[113666.416, 476981.185]",5.55,7.664
13_3886_4258,"[(238.0, 186.5), (247.5, 179.0), (247.5, 177.0), (215.0, 140.5), (211.0, 140.5), (205.5, 145.0), (205.5, 148.0), (233.5, 182.0), (234.5, 186.0), (238.0, 186.5)]","[132515.918, 480457.175]",6.628,22.191
13_3886_4258,"[(193.0, 152.5), (195.5, 151.0), (200.5, 141.0), (200.5, 138.0), (198.0, 135.5), (175.0, 125.5), (159.0, 116.5), (153.0, 115.5), (150.5, 118.0), (145.5, 127.0), (145.5, 130.0), (148.0, 132.5), (172.0, 144.5), (193.0, 152.5)]","[132493.382, 480469.442]",8.181,23.342
13_3886_4258,"[(0, 36.5), (0, 46.0), (11.0, 54.5), (17.0, 51.5), (21.5, 45.0), (21.5, 41.0), (20.0, 39.5), (8.0, 33.5), (1.0, 27.5), (0, 28.0), (0, 36.5)]","[132424.757, 480508.009]",7.345,11.447
13_3886_4258,"[(43.0, 84.5), (50.5, 77.0), (50.5, 73.0), (31.0, 49.5), (25.0, 49.5), (17.5, 57.0), (39.5, 84.0), (43.0, 84.5)]","[132435.444, 480497.894]",6.506,16.14
13_3886_4258,"[(97.0, 109.5), (99.5, 106.0), (99.5, 101.0), (92.0, 96.5), (61.0, 83.5), (56.0, 85.5), (53.5, 89.0), (61.0, 94.5), (68.0, 96.5), (91.0, 108.5), (97.0, 109.5)]","[132453.568, 480485.31]",4.745,20.527
13_3886_4258,"[(137.0, 129.5), (139.5, 127.0), (144.5, 115.0), (142.0, 110.5), (113.0, 100.5), (105.5, 104.0), (103.5, 108.0), (103.5, 117.0), (106.0, 119.5), (118.0, 122.5), (133.0, 129.5), (137.0, 129.5)]","[132472.684, 480477.571]",8.796,17.169
13_3886_4258,"[(254.0, 228.5), (253.5, 206.0), (251.0, 203.5), (248.0, 203.5), (239.5, 210.0), (239.5, 212.0), (250.5, 225.0), (253.0, 232.5), (254.0, 228.5)]","[132525.205, 480435.728]",6.297,11.327
13_3728_4369,"[(94.0, 237.5), (102.5, 230.0), (127.5, 201.0), (118.0, 190.5), (113.0, 187.5), (108.0, 190.5), (96.5, 203.0), (81.5, 224.0), (81.5, 226.0), (89.5, 233.0), (89.5, 235.0), (94.0, 237.5)]","[115476.283, 492371.45]",21.972,9.313
13_3728_4369,"[(242.5, 254.0), (254.0, 247.5), (253.5, 246.0), (249.0, 242.5), (239.0, 241.5), (234.5, 248.0), (234.5, 253.0), (242.5, 254.0)]","[115534.732, 492356.474]",5.078,8.128
13_3798_4279,"[(172.0, 221.5), (179.5, 215.0), (179.5, 211.0), (162.5, 181.0), (161.0, 179.5), (155.0, 179.5), (149.5, 183.0), (149.5, 187.0), (153.5, 192.0), (167.5, 220.0), (172.0, 221.5)]","[123028.313, 482699.772]",6.235,18.905
13_3798_4279,"[(141.0, 180.5), (148.0, 177.5), (150.5, 173.0), (140.5, 154.0), (135.0, 147.5), (132.0, 147.5), (123.5, 154.0), (123.5, 158.0), (137.5, 179.0), (141.0, 180.5)]","[123016.514, 482714.825]",6.873,14.211
13_3798_4279,"[(125.0, 148.5), (133.5, 143.0), (133.5, 140.0), (117.5, 112.0), (115.0, 109.5), (111.0, 109.5), (105.5, 114.0), (105.5, 116.0), (115.5, 134.0), (118.5, 143.0), (123.0, 148.5), (125.0, 148.5)]","[123009.277, 482729.512]",6.095,17.139
13_3798_4279,"[(43.0, 235.5), (49.5, 231.0), (49.5, 229.0), (39.5, 209.0), (36.0, 206.5), (25.0, 211.5), (23.5, 216.0), (29.5, 225.0), (39.0, 235.5), (43.0, 235.5)]","[122974.501, 482690.815]",7.325,12.397
13_3798_4279,"[(182.5, 254.0), (190.0, 253.5), (190.5, 252.0), (180.5, 231.0), (176.0, 228.5), (172.0, 230.5), (169.5, 234.0), (172.5, 238.0), (177.5, 252.0), (182.5, 254.0)]","[123034.577, 482682.022]",4.93,12.008
13_3798_4279,"[(23.0, 206.5), (33.0, 200.5), (33.5, 197.0), (21.5, 177.0), (10.5, 167.0), (7.0, 161.5), (3.0, 161.5), (0.5, 163.0), (1.5, 181.0), (6.5, 185.0), (17.5, 204.0), (20.0, 206.5), (23.0, 206.5)]","[122965.697, 482705.954]",7.855,20.724
13_3798_4279,"[(108.0, 142.5), (112.5, 139.0), (112.5, 136.0), (102.5, 117.0), (98.0, 115.5), (93.5, 119.0), (94.5, 125.0), (100.5, 134.0), (103.5, 142.0), (108.0, 142.5)]","[123002.318, 482729.463]",4.538,11.991
13_3883_4257,"[(247.0, 253.5), (247.5, 226.0), (245.0, 224.5), (230.0, 225.5), (228.5, 227.0), (228.5, 252.0), (230.0, 253.5), (247.0, 253.5)]","[132198.181, 480317.768]",7.98,12.18
13_3777_4356,"[(234.0, 239.5), (242.0, 234.5), (243.5, 231.0), (228.0, 216.5), (214.0, 206.5), (203.5, 216.0), (203.5, 220.0), (228.0, 238.5), (234.0, 239.5)]","[120794.737, 490968.69]",7.374,17.587
13_3803_4276,"[(139.0, 73.5), (148.5, 67.0), (148.5, 63.0), (128.5, 29.0), (125.0, 27.5), (116.5, 32.0), (116.5, 37.0), (121.5, 44.0), (122.5, 49.0), (132.5, 68.0), (137.0, 73.5), (139.0, 73.5)]","[123552.249, 482439.791]",6.857,19.815
13_3803_4276,"[(115.5, 0), (100.5, 0), (109.0, 16.5), (115.0, 14.5), (120.5, 9.0), (115.5, 0)]","[123543.248, 482458.201]",5.736,8.203
13_3798_4238,"[(76.0, 253.5), (76.5, 250.0), (72.5, 240.0), (69.5, 223.0), (66.0, 220.5), (55.0, 222.5), (52.5, 226.0), (59.5, 253.0), (76.0, 253.5)]","[122986.02, 478275.579]",7.228,14.817
13_3798_4238,"[(37.0, 156.5), (43.5, 153.0), (43.5, 148.0), (28.5, 104.0), (25.0, 99.5), (23.0, 99.5), (16.5, 103.0), (16.5, 107.0), (21.5, 118.0), (32.5, 154.0), (37.0, 156.5)]","[122971.812, 478321.611]",5.186,24.558
13_3798_4238,"[(17.0, 93.5), (22.0, 91.5), (23.5, 89.0), (10.5, 53.0), (7.0, 51.5), (0, 55.0), (0, 59.0), (6.5, 75.0), (11.5, 92.0), (13.0, 93.5), (17.0, 93.5)]","[122963.871, 478344.718]",5.168,18.018
13_3798_4238,"[(56.0, 218.5), (62.5, 214.0), (62.5, 211.0), (52.5, 172.0), (50.0, 167.5), (44.0, 167.5), (41.0, 168.5), (38.5, 172.0), (43.5, 187.0), (47.5, 213.0), (50.0, 218.5), (56.0, 218.5)]","[122980.396, 478294.166]",6.311,22.001
13_3891_4276,"[(82.0, 109.5), (96.5, 96.0), (96.0, 79.5), (94.0, 79.5), (71.5, 100.0), (72.5, 103.0), (79.0, 109.5), (82.0, 109.5)]","[132994.378, 482420.85]",13.943,5.919
13_3891_4276,"[(83.0, 244.5), (92.5, 239.0), (92.5, 234.0), (81.5, 213.0), (79.5, 206.0), (76.0, 204.5), (65.0, 208.5), (63.5, 213.0), (68.5, 221.0), (76.5, 240.0), (83.0, 244.5)]","[132991.359, 482366.929]",7.33,16.903
13_3891_4276,"[(65.0, 166.5), (69.5, 163.0), (70.5, 160.0), (72.5, 140.0), (75.5, 127.0), (75.5, 121.0), (73.0, 118.5), (64.0, 118.5), (61.5, 126.0), (58.5, 159.0), (65.0, 166.5)]","[132986.407, 482402.03]",20.436,5.877
13_3886_4262,"[(55.0, 48.5), (79.0, 38.5), (90.0, 35.5), (92.5, 31.0), (87.5, 22.0), (81.0, 21.5), (60.0, 31.5), (46.0, 35.5), (44.5, 39.0), (47.5, 46.0), (50.0, 48.5), (55.0, 48.5)]","[132449.597, 480941.084]",20.068,6.828
13_3790_4344,"[(254.0, 32.5), (253.0, 25.5), (237.5, 46.0), (237.5, 48.0), (245.0, 54.5), (252.0, 53.5), (253.5, 52.0), (254.0, 32.5)]","[122202.877, 489754.431]",11.742,6.88
13_3790_4344,"[(232.0, 32.5), (236.5, 23.0), (236.5, 17.0), (235.0, 15.5), (216.0, 10.5), (203.5, 11.0), (200.5, 23.0), (200.5, 26.0), (203.0, 28.5), (232.0, 32.5)]","[122190.609, 489763.556]",8.235,14.978
13_3837_4381,"[(188.5, 254.0), (202.0, 253.5), (208.5, 247.0), (206.5, 240.0), (203.0, 239.5), (183.5, 253.0), (188.5, 254.0)]","[127235.65, 493646.548]",11.05,4.595
13_3837_4381,"[(221.0, 248.5), (232.0, 237.5), (242.5, 231.0), (242.5, 226.0), (236.0, 220.5), (232.0, 220.5), (213.5, 234.0), (212.5, 237.0), (214.5, 241.0), (221.0, 248.5)]","[127247.8, 493652.807]",13.098,6.712
13_3771_4320,"[(210.0, 253.5), (210.5, 249.0), (202.5, 233.0), (198.0, 228.5), (195.0, 228.5), (192.5, 236.0), (201.5, 253.0), (210.0, 253.5)]","[120140.561, 487090.496]",4.301,12.227
13_3771_4320,"[(152.0, 135.5), (158.5, 131.0), (158.5, 129.0), (153.5, 113.0), (151.5, 100.0), (150.0, 98.5), (144.0, 98.5), (141.5, 101.0), (141.5, 104.0), (149.5, 134.0), (152.0, 135.5)]","[120118.917, 487143.198]",4.477,15.895
13_3771_4320,"[(171.0, 181.5), (172.5, 180.0), (172.5, 174.0), (166.5, 153.0), (166.5, 148.0), (162.0, 140.5), (159.0, 140.5), (156.5, 143.0), (156.5, 151.0), (162.5, 179.0), (165.0, 181.5), (171.0, 181.5)]","[120124.915, 487123.958]",4.547,17.894
13_3771_4320,"[(171.0, 235.5), (180.0, 228.5), (182.0, 228.5), (184.5, 225.0), (172.5, 209.0), (167.5, 199.0), (163.0, 194.5), (154.0, 191.5), (151.5, 194.0), (151.5, 199.0), (163.5, 224.0), (166.5, 234.0), (171.0, 235.5)]","[120126.088, 487102.195]",8.396,19.442
13_3771_4320,"[(130.5, 0), (120.5, 0), (122.5, 12.0), (128.0, 22.5), (131.5, 22.0), (134.5, 16.0), (134.5, 11.0), (130.5, 0)]","[120109.749, 487187.751]",5.04,9.874
13_3771_4320,"[(182.0, 206.5), (185.5, 203.0), (185.5, 199.0), (178.5, 185.0), (175.0, 182.5), (169.5, 189.0), (175.5, 204.0), (179.0, 206.5), (182.0, 206.5)]","[120130.665, 487109.991]",4.696,10.331
13_3787_4311,"[(75.0, 148.5), (107.0, 137.5), (107.5, 129.0), (105.0, 126.5), (102.0, 126.5), (86.0, 132.5), (69.0, 136.5), (68.5, 142.0), (70.5, 148.0), (75.0, 148.5)]","[121813.249, 486166.531]",17.259,5.554
13_3787_4311,"[(33.0, 159.5), (64.0, 150.5), (65.5, 149.0), (64.5, 141.0), (62.0, 138.5), (57.0, 138.5), (40.0, 145.5), (28.0, 147.5), (26.5, 149.0), (27.5, 156.0), (30.0, 159.5), (33.0, 159.5)]","[121795.78, 486161.697]",16.68,5.66
13_3787_4311,"[(154.0, 126.5), (177.0, 118.5), (178.5, 117.0), (178.5, 111.0), (173.0, 108.5), (159.0, 115.5), (147.0, 116.5), (145.5, 119.0), (146.5, 125.0), (148.0, 126.5), (154.0, 126.5)]","[121844.446, 486174.667]",14.575,4.879
13_3787_4311,"[(117.0, 137.5), (130.0, 131.5), (141.0, 129.5), (140.5, 120.0), (136.0, 117.5), (119.0, 124.5), (111.0, 125.5), (110.5, 131.0), (112.5, 136.0), (117.0, 137.5)]","[121829.2, 486170.742]",13.409,5.568
13_3787_4311,"[(198.0, 154.5), (230.0, 145.5), (233.5, 143.0), (233.5, 140.0), (231.0, 137.5), (225.0, 136.5), (197.0, 144.5), (189.5, 149.0), (189.5, 153.0), (191.0, 154.5), (198.0, 154.5)]","[121865.149, 486163.15]",19.268,4.207
13_3787_4311,"[(189.0, 114.5), (202.0, 109.5), (204.5, 107.0), (204.5, 101.0), (198.0, 100.5), (192.0, 103.5), (187.0, 103.5), (177.5, 107.0), (177.5, 110.0), (181.0, 114.5), (189.0, 114.5)]","[121856.684, 486179.045]",11.948,4.626
13_3787_4311,"[(51.0, 197.5), (74.0, 189.5), (76.5, 187.0), (75.5, 182.0), (72.0, 179.5), (47.0, 189.5), (45.5, 195.0), (51.0, 197.5)]","[121802.134, 486145.024]",13.727,4.212
13_3787_4311,"[(245.0, 141.5), (253.5, 139.0), (253.0, 127.5), (241.0, 130.5), (238.5, 133.0), (238.5, 140.0), (240.0, 141.5), (245.0, 141.5)]","[121879.698, 486167.59]",7.181,4.89
13_3787_4311,"[(91.0, 185.5), (124.0, 175.5), (126.5, 173.0), (125.0, 171.5), (115.0, 171.5), (91.0, 177.5), (86.5, 180.0), (86.5, 183.0), (91.0, 185.5)]","[121820.4, 486149.681]",17.296,3.216
13_3787_4311,"[(254.0, 98.5), (254.0, 86.5), (243.5, 91.0), (243.5, 97.0), (246.0, 99.5), (254.0, 98.5)]","[121880.973, 486184.959]",4.41,5.46
13_3714_4233,"[(48.0, 185.5), (49.5, 184.0), (49.5, 179.0), (34.5, 151.0), (21.0, 133.5), (17.0, 134.5), (17.5, 143.0), (39.5, 182.0), (44.0, 185.5), (48.0, 185.5)]","[113941.345, 477770.349]",4.568,25.053
13_3783_4314,"[(230.0, 205.5), (232.5, 204.0), (233.5, 200.0), (233.5, 197.0), (231.0, 194.5), (213.0, 191.5), (201.0, 187.5), (196.5, 190.0), (195.5, 197.0), (197.0, 198.5), (230.0, 205.5)]","[121436.342, 486464.238]",4.868,16.073
13_3783_4314,"[(142.0, 193.5), (144.5, 191.0), (144.5, 185.0), (140.0, 180.5), (130.0, 179.5), (113.0, 174.5), (105.0, 174.5), (102.5, 178.0), (102.5, 182.0), (105.0, 184.5), (137.0, 193.5), (142.0, 193.5)]","[121398.352, 486469.72]",5.603,18.404
13_3783_4314,"[(252.0, 204.5), (253.5, 203.0), (253.0, 195.5), (240.0, 194.5), (238.5, 196.0), (237.5, 200.0), (239.0, 202.5), (252.0, 204.5)]","[121449.516, 486463.177]",3.801,6.797
13_3791_4345,"[(47.0, 249.5), (51.5, 246.0), (53.5, 240.0), (37.0, 226.5), (31.0, 226.5), (25.5, 232.0), (21.5, 242.0), (23.0, 243.5), (29.0, 241.5), (36.0, 243.5), (47.0, 249.5)]","[122222.255, 489780.178]",8.353,12.835
13_3791_4345,"[(0, 220.5), (0, 234.0), (5.0, 236.5), (11.5, 229.0), (16.5, 220.0), (9.0, 218.5), (0.0, 213.5), (0, 220.5)]","[122208.925, 489785.513]",8.218,7.448
13_3836_4380,"[(148.0, 153.5), (160.0, 150.5), (177.0, 143.5), (178.5, 142.0), (177.5, 136.0), (175.0, 133.5), (171.0, 133.5), (163.0, 137.5), (142.0, 143.5), (139.5, 146.0), (140.5, 151.0), (143.0, 153.5), (148.0, 153.5)]","[127111.685, 493582.695]",16.745,5.244
13_3836_4380,"[(110.0, 178.5), (130.0, 167.5), (138.5, 161.0), (135.0, 152.5), (130.0, 152.5), (101.5, 168.0), (101.5, 171.0), (105.5, 178.0), (110.0, 178.5)]","[127095.1, 493573.711]",16.073,5.58
13_3836_4380,"[(66.0, 204.5), (95.0, 187.5), (98.5, 184.0), (97.5, 181.0), (90.0, 173.5), (87.0, 173.5), (56.0, 187.5), (54.5, 191.0), (59.5, 202.0), (62.0, 204.5), (66.0, 204.5)]","[127076.55, 493563.998]",18.179,8.238
13_3836_4380,"[(0, 219.5), (0, 229.5), (1.0, 230.5), (23.0, 220.5), (24.5, 218.0), (21.5, 210.0), (17.0, 208.5), (0, 219.5)]","[127049.722, 493551.136]",11.61,5.631
13_3836_4380,"[(223.0, 127.5), (242.5, 117.0), (242.5, 112.0), (237.0, 104.5), (214.5, 115.0), (214.5, 118.0), (218.5, 126.0), (223.0, 127.5)]","[127140.828, 493594.377]",11.645,6.292
13_3836_4380,"[(34.0, 219.5), (48.5, 206.0), (48.5, 202.0), (44.0, 194.5), (23.5, 206.0), (30.5, 219.0), (34.0, 219.5)]","[127060.202, 493556.254]",10.087,7.103
13_3836_4380,"[(190.0, 139.5), (210.5, 128.0), (207.0, 118.5), (192.0, 121.5), (181.5, 126.0), (180.5, 128.0), (183.5, 138.0), (190.0, 139.5)]","[127126.626, 493589.183]",12.298,6.618
13_3887_4263,"[(254.0, 99.5), (254.0, 90.5), (244.0, 92.5), (237.5, 98.0), (242.0, 107.5), (250.0, 105.5), (254.0, 99.5)]","[132631.881, 481021.849]",7.487,5.908
13_3887_4263,"[(177.0, 152.5), (203.0, 135.5), (207.5, 131.0), (207.5, 129.0), (201.0, 120.5), (197.0, 120.5), (191.0, 126.5), (166.5, 142.0), (167.5, 147.0), (172.0, 152.5), (177.0, 152.5)]","[132606.94, 481005.791]",18.087,6.601
13_3887_4263,"[(132.0, 176.5), (160.5, 160.0), (160.5, 155.0), (152.0, 143.5), (149.0, 143.5), (119.5, 159.0), (119.5, 163.0), (126.5, 175.0), (128.0, 176.5), (132.0, 176.5)]","[132587.091, 480996.172]",16.586,8.991
13_3887_4263,"[(215.0, 128.5), (241.5, 111.0), (234.5, 102.0), (233.0, 97.5), (229.0, 97.5), (201.5, 118.0), (211.0, 128.5), (215.0, 128.5)]","[132621.478, 481015.68]",15.785,7.624
13_3694_4338,"[(10.0, 103.5), (12.5, 101.0), (18.5, 81.0), (21.5, 76.0), (20.0, 71.5), (11.0, 72.5), (0, 90.0), (0, 99.0), (5.0, 102.5), (10.0, 103.5)]","[111781.168, 489090.614]",14.384,6.505
13_3694_4338,"[(26.0, 70.5), (30.5, 65.0), (46.5, 30.0), (45.0, 25.5), (34.0, 21.5), (30.0, 21.5), (26.5, 25.0), (12.5, 58.0), (12.5, 64.0), (14.0, 65.5), (20.0, 69.5), (26.0, 70.5)]","[111789.03, 489108.327]",21.173,8.513
13_3694_4338,"[(184.5, 0), (168.5, 0.0), (158.5, 28.0), (159.0, 33.5), (167.0, 37.5), (170.0, 37.5), (174.5, 34.0), (176.5, 25.0), (184.5, 6.0), (184.5, 0)]","[111848.847, 489119.91]",17.305,7.176
13_3694_4338,"[(162.0, 77.5), (164.5, 74.0), (166.5, 63.0), (172.5, 46.0), (159.0, 40.5), (156.5, 43.0), (152.5, 55.0), (148.5, 74.0), (154.0, 77.5), (162.0, 77.5)]","[111844.089, 489102.335]",15.519,7.038
13_3694_4338,"[(125.0, 225.5), (127.5, 222.0), (128.5, 215.0), (136.5, 194.0), (136.0, 190.5), (129.0, 188.5), (125.0, 188.5), (122.5, 192.0), (114.5, 221.0), (114.5, 223.0), (118.0, 225.5), (125.0, 225.5)]","[111829.516, 489040.539]",16.211,5.885
13_3694_4338,"[(111.0, 249.5), (118.5, 234.0), (118.5, 230.0), (105.0, 222.5), (100.0, 222.5), (94.5, 238.0), (100.0, 245.5), (108.0, 249.5), (111.0, 249.5)]","[111821.667, 489028.398]",9.659,9.098
13_3694_4338,"[(124.0, 183.5), (142.5, 160.0), (147.5, 150.0), (147.5, 147.0), (140.0, 141.5), (132.5, 142.0), (127.5, 156.0), (120.5, 168.0), (118.5, 180.0), (122.0, 183.5), (124.0, 183.5)]","[111832.632, 489059.892]",19.159,7.138
13_3694_4338,"[(53.5, 0), (39.0, 0), (36.5, 3.0), (35.5, 9.0), (43.0, 13.5), (49.0, 13.5), (55.5, 0.0), (53.5, 0)]","[111795.798, 489124.83]",8.4,5.67
13_3694_4338,"[(161.0, 135.5), (176.5, 95.0), (176.5, 83.0), (174.0, 81.5), (165.0, 81.5), (162.5, 84.0), (157.5, 100.0), (151.5, 135.0), (161.0, 135.5)]","[111845.896, 489082.587]",24.266,6.99
13_3701_4377,"[(254.0, 212.5), (253.0, 192.5), (243.0, 194.5), (239.0, 192.5), (231.0, 194.5), (222.0, 198.5), (218.0, 198.5), (212.5, 203.0), (213.5, 210.0), (221.0, 225.5), (226.0, 225.5), (235.0, 222.5), (253.0, 214.5), (254.0, 212.5)]","[112627.831, 493233.225]",18.018,11.827
13_3701_4377,"[(120.0, 253.5), (122.5, 251.0), (123.5, 239.0), (118.0, 234.5), (106.0, 237.5), (93.0, 237.5), (91.0, 235.5), (88.0, 235.5), (86.5, 238.0), (86.5, 244.0), (80.5, 249.0), (81.0, 253.5), (120.0, 253.5)]","[112573.063, 493217.63]",18.06,7.98
13_3884_4261,"[(0, 18.5), (0.0, 32.5), (26.0, 19.5), (27.5, 15.0), (21.0, 5.5), (17.0, 5.5), (2.0, 14.5), (0, 18.5)]","[132211.024, 480840.808]",13.618,6.95
13_3884_4261,"[(60.5, 0), (23.5, 0), (22.5, 1.0), (28.5, 11.0), (33.0, 15.5), (35.0, 15.5), (48.0, 6.5), (60.0, 1.5), (61.5, 0.0), (60.5, 0)]","[132221.913, 480846.062]",16.38,6.51
13_3799_4311,"[(120.0, 43.5), (127.5, 35.0), (135.5, 22.0), (137.5, 18.0), (137.0, 11.5), (134.0, 11.5), (126.5, 19.0), (116.5, 35.0), (115.5, 41.0), (120.0, 43.5)]","[123119.777, 486212.801]",15.293,3.918
13_3894_4233,"[(148.0, 244.5), (152.5, 241.0), (154.5, 235.0), (167.5, 218.0), (167.5, 216.0), (163.0, 211.5), (159.0, 209.5), (136.5, 235.0), (137.5, 238.0), (143.0, 243.5), (148.0, 244.5)]","[133344.827, 477742.136]",15.635,6.706
13_3894_4233,"[(217.0, 171.5), (235.5, 153.0), (234.5, 150.0), (223.0, 139.5), (204.5, 157.0), (204.5, 160.0), (209.5, 166.0), (215.0, 171.5), (217.0, 171.5)]","[133373.19, 477772.346]",12.176,8.019
13_3894_4233,"[(254.0, 114.5), (253.0, 101.5), (243.5, 115.0), (229.5, 130.0), (227.5, 135.0), (232.0, 139.5), (234.0, 139.5), (252.5, 119.0), (254.0, 114.5)]","[133382.59, 477786.102]",17.925,4.514
13_3894_4233,"[(179.0, 198.5), (206.5, 171.0), (201.0, 162.5), (197.0, 162.5), (171.5, 191.0), (171.5, 195.0), (174.0, 197.5), (179.0, 198.5)]","[133360.236, 477761.98]",18.413,5.346
13_3695_4220,"[(240.0, 110.5), (245.5, 106.0), (244.5, 102.0), (227.5, 80.0), (224.0, 77.5), (221.0, 77.5), (218.5, 80.0), (219.5, 86.0), (229.5, 99.0), (235.5, 110.0), (240.0, 110.5)]","[111981.867, 476400.424]",5.009,15.959
13_3695_4220,"[(254.0, 132.5), (253.5, 108.0), (249.0, 107.5), (239.0, 113.5), (238.5, 116.0), (250.5, 135.0), (253.0, 135.5), (254.0, 132.5)]","[111988.702, 476389.712]",6.367,11.792
13_3716_4230,"[(120.5, 0), (101.5, 0), (102.5, 4.0), (109.5, 13.0), (118.0, 28.5), (134.5, 20.0), (132.5, 13.0), (126.5, 4.0), (120.5, 0)]","[114192.377, 477510.112]",8.627,14.509
13_3770_4321,"[(0, 81.5), (0, 99.0), (3.0, 99.5), (9.5, 81.0), (15.5, 71.0), (16.5, 65.0), (7.0, 61.5), (0, 75.0), (0, 81.5)]","[119951.158, 487266.859]",15.861,5.287
13_3770_4321,"[(65.0, 49.5), (67.5, 46.0), (77.5, 18.0), (76.5, 15.0), (74.0, 13.5), (69.5, 16.0), (64.5, 31.0), (58.5, 43.0), (58.5, 47.0), (60.0, 48.5), (65.0, 49.5)]","[119977.039, 487286.047]",15.832,3.976
13_3770_4321,"[(42.5, 0), (31.5, 0.0), (22.5, 25.0), (25.0, 29.5), (28.0, 29.5), (31.5, 26.0), (42.5, 0)]","[119961.795, 487293.777]",14.275,4.255
13_3799_4278,"[(0, 103.5), (0, 135.0), (3.0, 139.5), (6.0, 139.5), (15.5, 133.0), (15.5, 130.0), (0, 103.5)]","[123068.98, 482623.42]",6.68,14.324
13_3799_4278,"[(66.0, 240.5), (71.5, 238.0), (71.5, 233.0), (55.5, 203.0), (53.0, 200.5), (42.0, 202.5), (40.5, 207.0), (51.5, 227.0), (57.5, 234.0), (60.0, 239.5), (66.0, 240.5)]","[123090.244, 482583.731]",6.33,19.035
13_3799_4278,"[(40.0, 180.5), (41.5, 178.0), (41.5, 172.0), (24.5, 142.0), (22.0, 139.5), (18.0, 139.5), (9.0, 144.5), (6.5, 149.0), (13.5, 159.0), (33.0, 179.5), (40.0, 180.5)]","[123076.977, 482609.389]",7.879,19.853
13_3756_4371,"[(31.0, 98.5), (40.0, 96.5), (60.0, 95.5), (60.5, 81.0), (17.0, 81.5), (17.5, 98.0), (31.0, 98.5)]","[118459.19, 492638.079]",18.271,7.207
13_3756_4371,"[(149.0, 85.5), (180.0, 80.5), (214.0, 77.5), (217.5, 75.0), (217.5, 69.0), (216.0, 67.5), (189.0, 68.5), (134.0, 75.5), (130.0, 76.5), (126.5, 80.0), (126.5, 83.0), (129.0, 85.5), (149.0, 85.5)]","[118515.466, 492643.395]",38.652,5.034
13_3756_4371,"[(254.0, 65.5), (254.0, 56.5), (228.0, 55.5), (224.5, 58.0), (224.5, 65.0), (227.0, 67.5), (254.0, 65.5)]","[118543.505, 492649.778]",12.39,5.04
13_3756_4371,"[(253.0, 79.5), (253.5, 70.0), (252.0, 68.5), (223.0, 69.5), (221.5, 71.0), (222.5, 76.0), (227.0, 78.5), (253.0, 79.5)]","[118543.375, 492644.492]",4.6,13.414
13_3756_4371,"[(215.0, 31.5), (229.0, 29.5), (230.5, 23.0), (228.0, 20.5), (210.0, 20.5), (196.0, 23.5), (194.5, 25.0), (195.5, 30.0), (198.0, 31.5), (215.0, 31.5)]","[118532.562, 492664.576]",15.12,4.62
13_3756_4371,"[(204.0, 20.5), (221.0, 18.5), (221.5, 13.0), (220.0, 11.5), (206.0, 11.5), (191.0, 12.5), (188.5, 15.0), (189.0, 20.5), (204.0, 20.5)]","[118529.211, 492668.831]",13.885,3.716
13_3862_4280,"[(180.0, 28.5), (180.0, 15.5), (134.0, 13.5), (131.5, 15.0), (130.5, 18.0), (130.5, 27.0), (132.0, 28.5), (180.0, 28.5)]","[129905.349, 482882.175]",20.79,6.3
13_3862_4280,"[(254.0, 30.5), (253.5, 19.0), (252.0, 17.5), (232.5, 18.0), (233.0, 31.5), (253.0, 32.5), (254.0, 30.5)]","[129942.538, 482880.748]",8.892,6.309
13_3862_4280,"[(18.0, 24.5), (19.5, 23.0), (19.0, 11.5), (0, 11.0), (0.0, 24.5), (18.0, 24.5)]","[129844.325, 482883.691]",8.19,5.67
